,protein,mol_id,label
77625,CHEMBL2488,97870,0
19244,CHEMBL330,242630,1
5571,CHEMBL313,91216,1
103225,CHEMBL3222,1704724,1
29089,CHEMBL313,208098,1
105444,CHEMBL2622,85707,0
61004,CHEMBL2470,1607280,1
68574,CHEMBL3072,204577,1
29141,CHEMBL302,36043,1
65547,CHEMBL3818,567692,1
26549,CHEMBL4566,37910,0
50684,CHEMBL339,16978,0
37075,CHEMBL3571,93271,0
61242,CHEMBL2470,590149,1
66058,CHEMBL3229,2095669,1
103517,CHEMBL3571,519927,1
38413,CHEMBL273,134953,0
57444,CHEMBL1293231,930557,0
65240,CHEMBL4464,79090,1
103060,CHEMBL2034805,686184,0
40178,CHEMBL4649,280506,1
67187,CHEMBL312,80357,0
11731,CHEMBL3508,44367,0
71705,CHEMBL3780,1565400,1
88708,CHEMBL3223,381053,1
42571,CHEMBL339,242073,0
70443,CHEMBL270,2012720,1
50593,CHEMBL3614,221761,1
89539,CHEMBL2470,1561224,1
56542,CHEMBL2470,582617,1
48442,CHEMBL2854,1384586,1
18821,CHEMBL2871,204691,1
32295,CHEMBL339,33172,0
91677,CHEMBL1293231,736692,1
54404,CHEMBL5353,1828513,1
26882,CHEMBL322,268851,1
105423,CHEMBL269,1835277,1
65438,CHEMBL326,94091,0
44914,CHEMBL2854,80093,1
72877,CHEMBL313,675968,0
103899,CHEMBL3066,143025,1
9668,CHEMBL270,244012,1
74935,CHEMBL3358,573398,0
103642,CHEMBL3621,212202,1
91509,CHEMBL3222,173280,1
103458,CHEMBL3910,556140,0
47347,CHEMBL339,240734,1
99588,CHEMBL302,1442802,1
100673,CHEMBL4908,2005992,1
13966,CHEMBL273,111713,1
16732,CHEMBL276,118507,0
62791,CHEMBL4649,1428631,1
86349,CHEMBL313,1570141,1
83078,CHEMBL3048,315123,0
83614,CHEMBL2363,317508,0
20064,CHEMBL322,40402,1
90403,CHEMBL3199,1831220,0
88180,CHEMBL2496,467075,1
88165,CHEMBL1293231,869501,0
74141,CHEMBL5508,1611020,1
38415,CHEMBL3604,81403,1
84226,CHEMBL2470,1515356,0
16575,CHEMBL3369,259459,1
51846,CHEMBL273,193300,1
16589,CHEMBL302,605434,0
90481,CHEMBL3719,1544422,1
52850,CHEMBL4077,1948512,1
66530,CHEMBL3910,1611595,1
47204,CHEMBL4566,37160,0
98335,CHEMBL1293231,1322391,1
36305,CHEMBL270,125273,0
106247,CHEMBL313,277586,1
56023,CHEMBL1075232,1992104,0
51365,CHEMBL339,232736,0
102844,CHEMBL2622,458209,1
92256,CHEMBL1293238,823029,1
48500,CHEMBL273,275261,1
95545,CHEMBL318,82353,1
7445,CHEMBL313,675966,0
60502,CHEMBL3048,1621650,1
81349,CHEMBL4908,1985591,1
61097,CHEMBL6140,1997246,1
25021,CHEMBL5450,16642,1
13786,CHEMBL319,180610,0
74296,CHEMBL5102,713281,1
84619,CHEMBL339,1797672,1
49533,CHEMBL4566,36774,0
94126,CHEMBL3148,1492215,0
93141,CHEMBL3066,304454,1
101850,CHEMBL309,278566,0
23148,CHEMBL339,120828,1
63517,CHEMBL313,24985,1
53134,CHEMBL2851,312765,1
63163,CHEMBL329,139715,1
67913,CHEMBL2331070,1522695,1
10520,CHEMBL4017,2011355,0
22957,CHEMBL273,134764,0
64359,CHEMBL322,395805,0
59815,CHEMBL3753,1514001,1
19957,CHEMBL313,148724,1
39087,CHEMBL339,55510,0
95259,CHEMBL269,1544650,0
27870,CHEMBL273,284575,1
68255,CHEMBL4430,1265567,1
86671,CHEMBL3247,1739518,0
1964,CHEMBL4632,253656,1
100357,CHEMBL2146304,833784,1
88061,CHEMBL4908,2005995,1
32338,CHEMBL3066,289401,1
89242,CHEMBL5102,1269177,0
41850,CHEMBL4280,123156,1
28168,CHEMBL4321,18324,1
64967,CHEMBL4027,511734,1
69394,CHEMBL322,1951248,1
37298,CHEMBL2470,2019475,1
89955,CHEMBL1075228,2071421,1
30618,CHEMBL269,196875,1
10004,CHEMBL3465,226791,1
68668,CHEMBL5570,1424827,1
105801,CHEMBL270,1178290,1
74685,CHEMBL3066,448839,0
72977,CHEMBL3571,328351,1
36063,CHEMBL5373,197528,1
105027,CHEMBL3229,599596,1
102449,CHEMBL3910,1440257,1
89386,CHEMBL313,6368,1
49199,CHEMBL313,224124,1
57285,CHEMBL338,553186,1
73305,CHEMBL5263,1364313,0
28211,CHEMBL3996,210314,1
7048,CHEMBL2456,209202,1
75341,CHEMBL2564,611902,0
15104,CHEMBL304,140253,0
25330,CHEMBL2496,1996211,0
102020,CHEMBL5102,314094,0
72916,CHEMBL322,409109,1
73505,CHEMBL3229,1563331,1
92388,CHEMBL4124,350629,1
77319,CHEMBL5102,591075,1
11376,CHEMBL339,260459,1
55327,CHEMBL3072,461701,0
57468,CHEMBL3833,1989376,1
87423,CHEMBL3910,468427,1
51290,CHEMBL2871,96252,0
54766,CHEMBL276,41256,0
47421,CHEMBL5098,167500,0
53180,CHEMBL1075140,1338485,1
77649,CHEMBL3802,1978885,1
31055,CHEMBL339,543572,1
94278,CHEMBL311,414586,1
17910,CHEMBL265,213781,1
102596,CHEMBL4017,38727,0
101039,CHEMBL1075232,1996472,1
61401,CHEMBL3229,2073749,1
84563,CHEMBL5424,591511,1
20045,CHEMBL2278,288365,1
62526,CHEMBL3199,1830031,0
19918,CHEMBL319,203987,1
81138,CHEMBL4908,1989360,1
102948,CHEMBL270,2083737,1
26262,CHEMBL3114,197664,0
91134,CHEMBL3996,1564870,1
94962,CHEMBL4773,1736469,0
46665,CHEMBL318,114980,0
60064,CHEMBL2724,313866,1
26960,CHEMBL4564,181374,1
84104,CHEMBL318,517615,0
97136,CHEMBL3762,225733,0
23434,CHEMBL4554,222508,0
13872,CHEMBL3247,172094,0
80150,CHEMBL322,1564014,1
15511,CHEMBL273,677130,1
75376,CHEMBL1293231,811961,0
18518,CHEMBL265,207093,0
35058,CHEMBL2676,30309,0
91310,CHEMBL2622,1836133,1
15990,CHEMBL318,18743,1
15201,CHEMBL5373,142725,1
61396,CHEMBL338,1069717,0
44764,CHEMBL269,195024,1
55548,CHEMBL4489,1517955,1
83992,CHEMBL1293238,768637,0
87176,CHEMBL3222,98727,0
9040,CHEMBL3358,209357,0
71226,CHEMBL318,605298,0
11327,CHEMBL2325,606168,1
8883,CHEMBL3815,164881,1
55042,CHEMBL3222,165209,1
71209,CHEMBL338,352258,0
62466,CHEMBL1293231,921380,1
52180,CHEMBL273,678045,1
101662,CHEMBL4980,1747092,1
105759,CHEMBL302,296692,0
58955,CHEMBL1293231,914673,0
81840,CHEMBL312,295704,1
5471,CHEMBL3766,295224,1
51370,CHEMBL265,196987,1
68912,CHEMBL3066,487193,0
25099,CHEMBL318,604936,0
101916,CHEMBL3048,402638,0
70300,CHEMBL5373,1589161,0
91368,CHEMBL4908,1989334,1
47386,CHEMBL339,543471,0
87116,CHEMBL2564,1621551,1
54185,CHEMBL2564,1993112,1
32395,CHEMBL3066,143182,1
73307,CHEMBL322,395032,1
86924,CHEMBL3780,1565259,1
81406,CHEMBL2993,456417,0
97149,CHEMBL2871,1799459,0
97327,CHEMBL6140,2002203,0
87880,CHEMBL4552,419377,1
53802,CHEMBL1293238,927859,1
71399,CHEMBL320,321367,1
84733,CHEMBL270,250224,1
10473,CHEMBL3066,203361,1
2008,CHEMBL313,245518,0
91873,CHEMBL273,1828803,1
83574,CHEMBL270,574327,0
58648,CHEMBL1293231,771893,1
78916,CHEMBL3138,1069532,0
74740,CHEMBL2146304,968702,1
36658,CHEMBL3199,22261,0
54149,CHEMBL3222,204406,1
99551,CHEMBL1293238,800501,1
72817,CHEMBL4980,1522099,1
18322,CHEMBL322,138850,1
58151,CHEMBL1293238,961664,0
79337,CHEMBL3037,360564,1
84673,CHEMBL3247,417149,1
87310,CHEMBL5424,1279383,1
88729,CHEMBL3223,1973293,1
2820,CHEMBL339,237841,1
69615,CHEMBL4908,1446037,1
106051,CHEMBL2207,1987376,1
5393,CHEMBL304,161345,1
42336,CHEMBL263,73533,1
51511,CHEMBL302,157804,1
27611,CHEMBL3223,263568,1
12551,CHEMBL4566,248327,1
22924,CHEMBL326,240106,1
14670,CHEMBL2625,247732,0
26352,CHEMBL339,52339,1
83789,CHEMBL302,219060,1
105757,CHEMBL1293231,1689210,0
47725,CHEMBL339,216948,0
3989,CHEMBL269,243796,0
74950,CHEMBL1075232,2025026,0
102923,CHEMBL285,80622,0
67373,CHEMBL1293238,410495,0
79436,CHEMBL4567,64768,0
60718,CHEMBL3602,1575644,1
83064,CHEMBL338,317149,0
15684,CHEMBL3247,1543337,0
1432,CHEMBL324,210996,1
58904,CHEMBL1293231,878994,1
20541,CHEMBL2577,546324,1
53220,CHEMBL3322,1829942,0
73382,CHEMBL315,86466,0
73244,CHEMBL2034805,1578610,1
7193,CHEMBL2564,295420,0
16039,CHEMBL3358,21811,1
26795,CHEMBL322,244858,1
76848,CHEMBL1293231,998155,0
47697,CHEMBL3815,141524,1
76705,CHEMBL2868,210864,0
39728,CHEMBL273,16484,0
77534,CHEMBL3833,2005984,1
93557,CHEMBL318,169237,0
65334,CHEMBL4613,1336606,1
80699,CHEMBL3910,1250997,0
98916,CHEMBL2724,1282564,0
45135,CHEMBL4321,235438,1
66262,CHEMBL338,1729618,0
92333,CHEMBL1293231,940821,0
66480,CHEMBL4980,1956963,1
65508,CHEMBL2363,470454,1
17578,CHEMBL338,1594771,1
100190,CHEMBL4824,478254,0
25555,CHEMBL4566,37617,0
99845,CHEMBL2516,549491,0
47649,CHEMBL263,209578,1
21527,CHEMBL312,215809,0
43866,CHEMBL257,16098,0
13705,CHEMBL338,273476,1
11459,CHEMBL318,5518,1
94844,CHEMBL1293231,959747,0
104519,CHEMBL4477,1442346,1
34776,CHEMBL339,227913,1
105590,CHEMBL5263,1818915,1
76886,CHEMBL1293231,988408,1
34268,CHEMBL318,55761,0
53072,CHEMBL4653,363546,0
72987,CHEMBL319,88748,0
3314,CHEMBL304,1122338,1
72695,CHEMBL4124,1607023,1
103181,CHEMBL3322,1829936,1
47730,CHEMBL2868,23542,0
53336,CHEMBL1293238,814501,1
12560,CHEMBL4701,191647,1
63633,CHEMBL3278,1952414,1
71996,CHEMBL1293231,806329,0
17089,CHEMBL338,281957,1
63361,CHEMBL338,609216,1
72161,CHEMBL338,1829523,1
30987,CHEMBL276,250190,0
67300,CHEMBL3112387,1784190,1
50122,CHEMBL3737,236961,1
100244,CHEMBL285,80729,1
1830,CHEMBL3074,227376,1
17238,CHEMBL2625,110826,1
105124,CHEMBL311,357793,1
72200,CHEMBL3571,1819074,0
55193,CHEMBL1075232,1996330,1
79482,CHEMBL1075228,386966,1
102582,CHEMBL3818,514989,0
4317,CHEMBL2854,50445,0
76562,CHEMBL2564,1621543,1
91361,CHEMBL4908,1985551,1
1124,CHEMBL276,548144,1
81917,CHEMBL285,80947,1
16574,CHEMBL339,11104,1
29370,CHEMBL3154,1386833,0
6593,CHEMBL2991,235051,1
34740,CHEMBL339,112209,0
39172,CHEMBL304,195972,0
85893,CHEMBL6140,1989162,0
93669,CHEMBL4649,554410,1
53912,CHEMBL285,211137,1
63975,CHEMBL5099,190596,0
60903,CHEMBL4552,2090922,0
73186,CHEMBL2871,60419,1
96074,CHEMBL269,326407,0
87260,CHEMBL4124,293462,1
51330,CHEMBL2625,231279,1
59268,CHEMBL3602,263609,1
100003,CHEMBL3229,1558050,1
66424,CHEMBL1293238,902042,1
94638,CHEMBL1293231,755921,0
55592,CHEMBL4824,2042021,0
86049,CHEMBL5102,118850,0
3117,CHEMBL4566,53156,0
74174,CHEMBL313,412324,1
7846,CHEMBL273,143873,1
96685,CHEMBL338,716384,0
31585,CHEMBL338,1705406,1
103387,CHEMBL273,213434,1
4139,CHEMBL269,217193,1
73511,CHEMBL4552,114123,1
97205,CHEMBL322,12010,0
69487,CHEMBL1293238,755561,1
32500,CHEMBL318,47457,1
88049,CHEMBL265,21839,1
31281,CHEMBL273,677132,1
28451,CHEMBL339,63637,1
51671,CHEMBL318,18414,1
59572,CHEMBL5769,1562029,1
16028,CHEMBL338,1704759,1
72153,CHEMBL1293231,913202,0
26831,CHEMBL4566,36921,0
89072,CHEMBL273,624432,1
15254,CHEMBL318,133221,1
12676,CHEMBL265,41157,0
73723,CHEMBL270,643530,0
56055,CHEMBL318,1424297,0
4551,CHEMBL2496,1996181,1
51478,CHEMBL4329,103933,1
36059,CHEMBL2470,2019450,1
19189,CHEMBL304,81620,1
19209,CHEMBL3138,294514,1
57089,CHEMBL2564,1151298,1
101692,CHEMBL322,1268052,1
46288,CHEMBL273,97731,1
103253,CHEMBL6140,1828155,0
62996,CHEMBL1795126,1161370,1
76928,CHEMBL6140,1997166,1
71506,CHEMBL4980,330012,0
74922,CHEMBL3719,1822699,1
14756,CHEMBL318,26039,0
7119,CHEMBL270,1544953,1
66846,CHEMBL1293238,883862,0
69757,CHEMBL3464,1949877,0
34651,CHEMBL4321,39428,1
99530,CHEMBL302,303690,1
53257,CHEMBL339,2054933,1
91592,CHEMBL322,1564019,1
102359,CHEMBL3508,382151,1
88271,CHEMBL2564,331077,1
92006,CHEMBL1293231,1007438,1
68065,CHEMBL273,13971,1
60902,CHEMBL1075140,622006,1
105919,CHEMBL4552,1746859,1
67932,CHEMBL1293238,1682424,0
93591,CHEMBL1293231,882506,0
93920,CHEMBL339,1564481,1
15410,CHEMBL2871,225215,1
64017,CHEMBL6140,1993501,1
83440,CHEMBL1293231,1020478,0
85536,CHEMBL276,837285,1
1773,CHEMBL322,182735,0
9505,CHEMBL2325,606212,1
13979,CHEMBL270,1705866,1
83395,CHEMBL3229,1138739,1
19471,CHEMBL273,1384626,0
62432,CHEMBL1075284,1732398,1
40728,CHEMBL3360,36420,0
99927,CHEMBL3614,608681,0
75597,CHEMBL2871,1166115,0
27649,CHEMBL304,1384478,0
58667,CHEMBL5106,1833730,0
35530,CHEMBL309,276964,1
49997,CHEMBL2858,170182,1
87896,CHEMBL302,406440,0
44391,CHEMBL339,1122687,0
96429,CHEMBL2814,446561,0
60209,CHEMBL3222,1426956,1
30385,CHEMBL4825,146939,0
50023,CHEMBL3160,171500,1
63358,CHEMBL3758064,2061232,1
81629,CHEMBL3910,333127,1
4868,CHEMBL276,211506,1
3688,CHEMBL273,37224,1
68643,CHEMBL338,295003,0
9421,CHEMBL3614,609097,1
43052,CHEMBL273,65498,0
22009,CHEMBL3247,200893,0
66252,CHEMBL5353,1612495,1
3274,CHEMBL304,95587,1
90128,CHEMBL3602,1358025,1
63920,CHEMBL2489,1345857,1
8010,CHEMBL313,209633,1
63718,CHEMBL302,406436,0
68091,CHEMBL2397,1283911,1
30890,CHEMBL2372,280848,1
78523,CHEMBL1293231,1026510,0
716,CHEMBL315,33529,1
28302,CHEMBL273,543559,1
21210,CHEMBL339,51928,0
86767,CHEMBL2496,404588,1
70704,CHEMBL270,2061968,1
8738,CHEMBL2176813,2035242,1
38699,CHEMBL339,291780,1
89107,CHEMBL4317,312971,1
74504,CHEMBL3066,377613,1
24547,CHEMBL318,1548846,0
64865,CHEMBL6140,1746992,1
6522,CHEMBL312,1704305,1
94247,CHEMBL4124,1343829,1
6596,CHEMBL4077,170798,1
42496,CHEMBL3996,1545068,1
30114,CHEMBL273,223840,0
25334,CHEMBL3199,46041,1
82634,CHEMBL3337,428157,0
37043,CHEMBL339,23341,0
95826,CHEMBL4828,580400,1
91923,CHEMBL4124,438431,1
66197,CHEMBL3222,1421993,1
75755,CHEMBL313,600963,1
90393,CHEMBL4124,1173495,1
35738,CHEMBL339,224014,0
32782,CHEMBL3222,186644,1
100033,CHEMBL3014,409299,1
2675,CHEMBL2625,211759,0
47809,CHEMBL322,114593,0
9340,CHEMBL3360,230679,1
17126,CHEMBL4566,261244,0
17655,CHEMBL3154,66050,1
104700,CHEMBL4921,647317,1
101691,CHEMBL270,1384824,1
34753,CHEMBL3138,292332,1
52723,CHEMBL269,345787,1
11798,CHEMBL318,607600,0
54763,CHEMBL5424,711566,0
38019,CHEMBL3066,277847,1
60835,CHEMBL4552,1360959,1
95424,CHEMBL2564,627323,0
49288,CHEMBL3996,108272,1
95439,CHEMBL1293238,881146,0
20025,CHEMBL2854,1798963,0
81350,CHEMBL5570,1424764,1
13179,CHEMBL4613,1545150,1
58162,CHEMBL1255150,1442061,1
75044,CHEMBL1293238,916381,0
80664,CHEMBL257,202936,0
13081,CHEMBL4701,191645,0
95536,CHEMBL6184,408211,1
82700,CHEMBL320,609879,1
97524,CHEMBL3455,1428507,1
89922,CHEMBL5424,613687,1
82945,CHEMBL1293238,847175,0
45316,CHEMBL4774,255913,0
74910,CHEMBL2564,1069494,1
81996,CHEMBL1293231,849599,1
67525,CHEMBL322,1278939,1
41885,CHEMBL4124,17396,1
71045,CHEMBL1293231,895054,0
71442,CHEMBL4652,423218,1
2888,CHEMBL2622,60715,0
18280,CHEMBL3815,215560,1
96325,CHEMBL339,2053785,0
35804,CHEMBL3602,86004,1
88290,CHEMBL1293231,1296297,1
92603,CHEMBL2564,1581742,0
82005,CHEMBL3571,473186,1
74361,CHEMBL2207,1987340,1
15768,CHEMBL3455,304482,1
4752,CHEMBL339,14018,1
24135,CHEMBL2871,225842,0
3715,CHEMBL339,150626,0
37376,CHEMBL3358,131257,1
57363,CHEMBL2397,1283899,1
77101,CHEMBL4321,234391,1
4464,CHEMBL2363,19232,0
901,CHEMBL318,35613,0
7990,CHEMBL313,193738,0
87549,CHEMBL2851,1145277,0
25607,CHEMBL3066,266961,1
19521,CHEMBL269,1384823,1
92140,CHEMBL3247,1449167,0
41886,CHEMBL2322,1632075,1
55329,CHEMBL3933,1171831,1
78149,CHEMBL1075232,1996421,1
57407,CHEMBL4649,520012,1
90512,CHEMBL304,63032,0
91740,CHEMBL2363,239119,0
79638,CHEMBL318,352832,1
11986,CHEMBL2146350,1992024,1
34076,CHEMBL2395,3505,1
12743,CHEMBL273,59000,0
95728,CHEMBL318,183064,0
58956,CHEMBL4552,173298,1
79346,CHEMBL318,182589,0
55759,CHEMBL3232700,1736851,0
74356,CHEMBL3048,1575662,1
72286,CHEMBL4649,633700,1
18763,CHEMBL309,54701,1
96469,CHEMBL4430,183647,0
33325,CHEMBL318,1564,0
58074,CHEMBL2383,1270412,0
86832,CHEMBL4649,377541,1
41241,CHEMBL1075293,322160,0
56280,CHEMBL4908,1068653,1
40722,CHEMBL3369,244306,0
19926,CHEMBL3455,301720,0
72379,CHEMBL3762,226321,0
14147,CHEMBL318,340714,1
82499,CHEMBL315,64104,1
52299,CHEMBL4124,97910,1
76076,CHEMBL4477,331320,0
72572,CHEMBL1293238,809951,0
102926,CHEMBL322,1972096,1
82511,CHEMBL5424,1608255,1
73685,CHEMBL338,716480,0
47990,CHEMBL4774,114182,1
19709,CHEMBL257,121246,1
65225,CHEMBL330,468422,0
56210,CHEMBL312,384236,0
50777,CHEMBL339,292332,0
91048,CHEMBL3910,1139143,1
86232,CHEMBL304,49940,0
102264,CHEMBL2564,1997749,0
62153,CHEMBL3199,1831203,0
44451,CHEMBL3222,103933,1
72060,CHEMBL1293238,974584,1
21161,CHEMBL3369,269137,1
99637,CHEMBL5263,1965848,1
90554,CHEMBL3508,343242,1
15670,CHEMBL3358,105336,1
99514,CHEMBL4077,581884,0
9256,CHEMBL273,52919,1
83450,CHEMBL1293231,906271,1
81277,CHEMBL3154,1137476,0
81318,CHEMBL313,410291,1
93614,CHEMBL2363,604421,0
95808,CHEMBL3138,1339908,1
30532,CHEMBL330,61321,0
103940,CHEMBL3833,2005988,1
22886,CHEMBL2146350,1992034,1
65244,CHEMBL4124,67179,1
53176,CHEMBL3138,2069229,1
70367,CHEMBL6140,1993418,0
83810,CHEMBL2564,397708,0
46215,CHEMBL273,225430,1
55544,CHEMBL3259478,1831466,1
8667,CHEMBL3737,99852,1
40904,CHEMBL3222,125272,0
40397,CHEMBL273,256110,1
18442,CHEMBL4773,263797,1
57046,CHEMBL2564,348777,0
81941,CHEMBL302,1510557,0
66187,CHEMBL304,300942,0
78266,CHEMBL3199,1359900,1
43,CHEMBL2871,1503608,0
51678,CHEMBL322,117974,1
77656,CHEMBL3858,1847922,1
97440,CHEMBL3223,148187,1
71843,CHEMBL2363,168910,0
41539,CHEMBL338,101307,1
40579,CHEMBL273,677143,1
1775,CHEMBL2676,1384516,1
72757,CHEMBL1293231,986459,1
76092,CHEMBL2567,450201,1
67919,CHEMBL1075302,2022706,1
29057,CHEMBL3222,170182,1
37805,CHEMBL3138,104505,0
76747,CHEMBL311,1581218,0
77343,CHEMBL339,512654,1
69619,CHEMBL3614,261661,1
97755,CHEMBL4980,1747113,0
20136,CHEMBL263,140079,1
100777,CHEMBL3833,2006066,1
4285,CHEMBL3252,62653,0
50500,CHEMBL313,79506,0
80638,CHEMBL4489,1822705,1
69122,CHEMBL2496,460415,1
34116,CHEMBL304,240270,0
11444,CHEMBL3917,268743,1
103027,CHEMBL1293231,754236,1
46994,CHEMBL339,203942,1
61390,CHEMBL1293238,795774,0
42300,CHEMBL304,94760,1
54056,CHEMBL3358,456001,0
31185,CHEMBL3223,35672,1
47960,CHEMBL3223,406532,1
24794,CHEMBL270,286960,1
88404,CHEMBL5424,613557,1
59600,CHEMBL1293238,864685,1
82379,CHEMBL1293238,773368,0
6870,CHEMBL338,195309,1
71837,CHEMBL3222,509032,0
44840,CHEMBL2146350,1992001,1
71071,CHEMBL6140,1997285,0
99861,CHEMBL4613,1336613,1
77229,CHEMBL3229,1620446,1
50254,CHEMBL3996,213773,1
62839,CHEMBL1293231,887423,1
45468,CHEMBL2363,29796,1
90646,CHEMBL1075232,2025048,1
31455,CHEMBL4564,274966,0
53894,CHEMBL2871,112222,1
42358,CHEMBL5098,220371,0
106211,CHEMBL1293231,776538,0
54243,CHEMBL313,1623362,0
100264,CHEMBL2446,299670,1
40447,CHEMBL339,260502,1
97767,CHEMBL4489,317205,1
61141,CHEMBL4430,13402,0
42626,CHEMBL2363,168934,1
61910,CHEMBL2207,1987492,1
105882,CHEMBL3802,1999754,1
68476,CHEMBL3571,433665,1
69965,CHEMBL4908,1068613,1
39196,CHEMBL4329,112340,1
87046,CHEMBL273,373634,1
62581,CHEMBL2625,678149,0
66876,CHEMBL3602,9988,0
98717,CHEMBL2488,1171832,1
52639,CHEMBL338,215284,1
100996,CHEMBL269,370436,1
81963,CHEMBL1293238,759627,0
54599,CHEMBL5262,1955041,1
105776,CHEMBL3833,2018029,1
31797,CHEMBL269,250516,1
69332,CHEMBL2496,434804,1
6891,CHEMBL3369,22638,0
83490,CHEMBL3762,249888,0
942,CHEMBL273,642665,1
80535,CHEMBL2858,1586221,1
91877,CHEMBL3037,374605,1
86745,CHEMBL1075280,1341665,0
100154,CHEMBL285,227672,0
27353,CHEMBL3602,96102,1
71162,CHEMBL3571,599994,1
67053,CHEMBL2564,1831776,1
48557,CHEMBL4631,138729,1
70672,CHEMBL1293231,924341,0
5024,CHEMBL3369,70618,0
42049,CHEMBL338,29635,1
53066,CHEMBL302,296690,1
27979,CHEMBL270,194705,1
57639,CHEMBL3309042,1793931,1
14855,CHEMBL2871,1384490,1
99258,CHEMBL2564,1963840,1
82637,CHEMBL3358,452517,0
102874,CHEMBL4921,647319,1
64214,CHEMBL313,1608548,1
96042,CHEMBL5221,1368050,1
54171,CHEMBL313,49674,0
101284,CHEMBL313,310514,1
76982,CHEMBL2129,174917,0
85974,CHEMBL4468,616382,1
79692,CHEMBL1293238,944688,1
9525,CHEMBL339,699684,1
38309,CHEMBL338,1122441,0
16477,CHEMBL309,95488,1
1183,CHEMBL270,1546761,0
2375,CHEMBL339,543286,0
4044,CHEMBL330,281947,1
103726,CHEMBL5669,1617577,1
89851,CHEMBL318,1627140,1
66550,CHEMBL4477,152689,0
6376,CHEMBL2625,211788,1
55505,CHEMBL1075284,1573037,1
60951,CHEMBL3072,205135,1
81108,CHEMBL318,36383,1
40085,CHEMBL3360,1385948,0
70179,CHEMBL4980,600571,1
56282,CHEMBL6140,1993512,1
100865,CHEMBL1293231,959975,1
19381,CHEMBL5508,485043,0
92400,CHEMBL3996,392232,1
60949,CHEMBL320,219794,1
10585,CHEMBL3066,1545040,1
74855,CHEMBL4649,2081938,1
14233,CHEMBL257,282226,1
71224,CHEMBL1293231,1013634,0
32826,CHEMBL338,609529,1
57568,CHEMBL2496,486366,1
23466,CHEMBL318,607604,1
33173,CHEMBL2871,1248400,1
59840,CHEMBL3571,1385353,1
76653,CHEMBL1293231,955144,0
12579,CHEMBL270,1543081,1
5792,CHEMBL3815,822,0
57812,CHEMBL1293238,1680664,1
100431,CHEMBL1293231,924535,1
58024,CHEMBL1293231,875210,1
104685,CHEMBL1293231,736565,1
105113,CHEMBL5582,230966,0
26104,CHEMBL2993,239695,1
26459,CHEMBL312,224354,1
34046,CHEMBL313,287792,0
62614,CHEMBL3138,311835,1
59311,CHEMBL3508,329274,1
4083,CHEMBL339,214720,0
97516,CHEMBL4077,400981,0
66909,CHEMBL2383,235051,1
65913,CHEMBL4552,470693,1
73288,CHEMBL5102,471678,1
74881,CHEMBL4653,1166170,1
61795,CHEMBL6140,563770,1
87324,CHEMBL313,1746651,1
100814,CHEMBL2858,321319,1
38119,CHEMBL2383,235689,1
15361,CHEMBL3459,16394,1
45116,CHEMBL304,91350,1
76451,CHEMBL330,4523,0
104063,CHEMBL2397,1283900,1
14679,CHEMBL318,604919,0
40207,CHEMBL4566,36839,0
50089,CHEMBL3571,93075,0
95216,CHEMBL339,1580483,0
54381,CHEMBL339,177974,0
104028,CHEMBL6140,1845121,0
53389,CHEMBL339,2591,1
64440,CHEMBL3571,335852,0
13218,CHEMBL339,232188,0
94013,CHEMBL269,381515,0
9156,CHEMBL3199,118129,1
24503,CHEMBL3241,14875,1
9172,CHEMBL270,156686,1
18400,CHEMBL3719,154025,1
90021,CHEMBL270,1704812,0
1768,CHEMBL4566,155138,1
99246,CHEMBL276,421520,0
105603,CHEMBL1293231,1012060,1
60040,CHEMBL6129,458543,1
75679,CHEMBL5262,1787505,1
22134,CHEMBL4566,37330,1
39139,CHEMBL3138,109319,1
73422,CHEMBL4430,1141210,1
95795,CHEMBL312,206341,1
47214,CHEMBL339,122386,0
38085,CHEMBL2871,160093,0
77354,CHEMBL3223,37006,1
58339,CHEMBL4980,2056310,1
24292,CHEMBL2868,195377,0
75508,CHEMBL3232700,1736530,1
88549,CHEMBL5102,408287,1
97177,CHEMBL1293231,756236,0
101746,CHEMBL4124,124866,1
26261,CHEMBL338,1595460,1
56539,CHEMBL1293238,1012885,1
87436,CHEMBL3910,562812,1
90331,CHEMBL318,84649,1
13796,CHEMBL273,228325,1
90667,CHEMBL4908,2010936,1
105965,CHEMBL4980,27067,0
104348,CHEMBL269,2093912,1
29548,CHEMBL339,140749,1
11391,CHEMBL3815,164965,1
57457,CHEMBL3464,708334,0
88635,CHEMBL5424,711461,0
84755,CHEMBL1293238,964372,0
79073,CHEMBL1293231,964589,0
28623,CHEMBL3427,547607,1
80401,CHEMBL1293238,1004124,0
16562,CHEMBL339,9197,1
21785,CHEMBL3808,607146,0
59024,CHEMBL2564,1779861,1
76439,CHEMBL2034805,1578611,1
64625,CHEMBL4124,1272886,1
45855,CHEMBL313,217058,1
49852,CHEMBL309,174199,0
88458,CHEMBL338,1268833,1
18593,CHEMBL273,151388,1
68191,CHEMBL330,98016,0
71635,CHEMBL309,26213,1
67504,CHEMBL3072,1973592,1
96085,CHEMBL3222,370493,1
56012,CHEMBL2724,313659,0
59808,CHEMBL4649,1531417,1
9777,CHEMBL324,89963,0
26777,CHEMBL4566,182135,1
99789,CHEMBL312,257804,0
97222,CHEMBL3160,1741104,0
38370,CHEMBL3199,268098,1
38378,CHEMBL319,33868,1
10437,CHEMBL313,253286,1
