,protein,mol_id,label
1681,CHEMBL1293238,960789,1
43391,CHEMBL1293231,827684,0
8849,CHEMBL270,1546316,0
46695,CHEMBL3222,1514438,1
40916,CHEMBL1293231,994994,1
21534,CHEMBL3229,382570,1
3977,CHEMBL2363,266695,1
6433,CHEMBL2622,1479406,1
51919,CHEMBL4908,2035275,1
6316,CHEMBL2577,1175819,1
53116,CHEMBL5412,383922,1
21914,CHEMBL3229,1558035,1
23493,CHEMBL326,334787,0
20147,CHEMBL3199,1945833,0
29622,CHEMBL3858,1847765,1
28012,CHEMBL3602,494213,1
32171,CHEMBL4552,299831,1
47862,CHEMBL3719,1822711,1
39863,CHEMBL1293231,808542,1
26888,CHEMBL3571,337176,1
44353,CHEMBL2207,1983988,0
49112,CHEMBL3910,568292,0
5593,CHEMBL2564,1988447,1
12999,CHEMBL2993,355250,1
40599,CHEMBL1293231,940367,1
39592,CHEMBL1293231,754964,1
2948,CHEMBL1293238,805339,0
10331,CHEMBL273,2053782,1
23431,CHEMBL326,1732170,1
40619,CHEMBL1293231,944195,1
15457,CHEMBL307,1704996,0
8719,CHEMBL270,1962601,1
25223,CHEMBL338,23602,0
49262,CHEMBL3933,1171833,1
29373,CHEMBL3833,1996616,1
22960,CHEMBL324,1798907,0
205,CHEMBL1075228,1964681,1
1821,CHEMBL1293238,995463,1
51151,CHEMBL4908,1974426,1
53469,CHEMBL5769,1562033,1
36143,CHEMBL5102,1341676,0
43580,CHEMBL1741203,1844882,1
32094,CHEMBL4552,162152,1
52762,CHEMBL5373,1357472,1
34879,CHEMBL4980,1704788,1
48700,CHEMBL3910,1138415,1
49650,CHEMBL4140,376111,1
17512,CHEMBL313,313907,0
48250,CHEMBL3802,1978894,1
46412,CHEMBL3222,340380,1
23160,CHEMBL3247,1149219,1
21432,CHEMBL3229,296711,1
7267,CHEMBL269,685840,1
36533,CHEMBL5262,1955074,1
41229,CHEMBL1293231,1543679,1
20870,CHEMBL322,498012,0
27853,CHEMBL3571,709002,0
33791,CHEMBL4653,643458,1
45579,CHEMBL2858,112340,1
680,CHEMBL1293238,58110,1
43396,CHEMBL1293231,910142,0
16626,CHEMBL313,278166,1
41755,CHEMBL1293231,831975,0
30329,CHEMBL4086,1270511,1
11291,CHEMBL276,479597,0
13078,CHEMBL2993,1608386,1
35324,CHEMBL4980,575725,0
6711,CHEMBL265,546370,1
45827,CHEMBL2858,1585197,1
15403,CHEMBL307,2010049,1
9047,CHEMBL270,124306,0
9089,CHEMBL270,609855,0
36390,CHEMBL5160,801464,0
39156,CHEMBL1255149,1735920,1
14266,CHEMBL304,138355,1
12937,CHEMBL2977,2057216,0
31180,CHEMBL4124,10348,0
41631,CHEMBL1293231,874742,0
35295,CHEMBL4980,646971,0
24823,CHEMBL338,1610272,1
29390,CHEMBL3833,1996633,1
758,CHEMBL1293238,731555,1
32390,CHEMBL4552,1354818,1
28352,CHEMBL3602,1385040,0
27815,CHEMBL3571,1427379,0
1778,CHEMBL1293238,986784,1
14516,CHEMBL304,411293,0
44185,CHEMBL2207,1987406,1
8622,CHEMBL270,1705892,1
18920,CHEMBL318,1561858,1
22767,CHEMBL324,1090,1
8062,CHEMBL270,351468,1
39376,CHEMBL1293231,306732,1
4428,CHEMBL2397,621850,0
28375,CHEMBL3614,118501,1
11015,CHEMBL276,229007,0
37141,CHEMBL5582,1831370,0
37560,CHEMBL6140,1820812,1
34292,CHEMBL4828,2080584,1
45566,CHEMBL2854,205386,0
38680,CHEMBL1075269,1358064,1
21549,CHEMBL3229,382592,1
36328,CHEMBL5160,2077279,1
12221,CHEMBL2851,1063427,1
46684,CHEMBL3222,1445040,1
2688,CHEMBL1293238,758680,0
49581,CHEMBL4077,1503699,0
44417,CHEMBL2336,319852,1
42470,CHEMBL1293231,807108,0
52246,CHEMBL5263,1594283,1
10254,CHEMBL273,1825189,1
34281,CHEMBL4828,1625886,1
9905,CHEMBL273,497788,1
52440,CHEMBL5353,488497,1
32572,CHEMBL4552,1954313,1
36001,CHEMBL5102,1275039,0
9640,CHEMBL273,312665,1
16366,CHEMBL312,3986,0
41978,CHEMBL1293231,848271,0
2196,CHEMBL1293238,864208,0
35550,CHEMBL5102,323453,1
1322,CHEMBL1293238,868032,1
24384,CHEMBL338,49438,1
42609,CHEMBL1293231,917909,0
23818,CHEMBL3358,342820,1
4044,CHEMBL2363,51311,0
6920,CHEMBL269,159509,1
33582,CHEMBL4652,413388,1
47116,CHEMBL3232700,1736851,0
47945,CHEMBL3719,582003,0
43564,CHEMBL1741203,1534317,1
30445,CHEMBL4124,14442,1
40855,CHEMBL1293231,984366,1
29842,CHEMBL3858,1848048,0
47053,CHEMBL3222,575830,0
50303,CHEMBL4336,603851,1
1282,CHEMBL1293238,852974,1
16063,CHEMBL311,446845,1
33177,CHEMBL4649,377513,1
18156,CHEMBL3138,1419991,1
14568,CHEMBL304,549563,0
11816,CHEMBL285,27853,0
4369,CHEMBL2397,1283913,1
11409,CHEMBL285,45299,1
30543,CHEMBL4124,299545,1
40541,CHEMBL1293231,925578,1
11672,CHEMBL285,295271,1
53229,CHEMBL5497,501180,0
48152,CHEMBL3802,301893,1
7430,CHEMBL269,1790516,1
25191,CHEMBL338,1797655,0
6853,CHEMBL2659,572318,0
52828,CHEMBL5373,1958098,1
14218,CHEMBL3027,424592,1
47993,CHEMBL3738,467517,1
51156,CHEMBL4908,1974431,1
44645,CHEMBL2459,422105,0
12629,CHEMBL2871,316815,1
6379,CHEMBL2622,267836,1
49841,CHEMBL4321,431517,1
18090,CHEMBL3138,487411,1
45641,CHEMBL2858,310899,1
5441,CHEMBL2564,1833322,1
29829,CHEMBL3858,1848185,1
44628,CHEMBL2459,369824,0
1943,CHEMBL1293238,1029700,1
3017,CHEMBL1293238,116669,0
38082,CHEMBL6140,2024673,1
9619,CHEMBL273,312480,1
33539,CHEMBL4649,313233,0
20304,CHEMBL322,344,1
25828,CHEMBL339,651776,1
34561,CHEMBL4980,320697,1
43324,CHEMBL1293231,523347,0
3062,CHEMBL1293238,990946,0
11442,CHEMBL285,74905,1
39959,CHEMBL1293231,826838,1
36298,CHEMBL5160,1274670,1
21908,CHEMBL3229,1520378,1
6390,CHEMBL2622,355031,1
10472,CHEMBL273,1558325,0
48467,CHEMBL3910,426155,1
39364,CHEMBL1293231,86657,1
44537,CHEMBL2446,299697,1
36471,CHEMBL5221,1795859,0
41539,CHEMBL1293231,942639,0
47954,CHEMBL3719,1503699,0
6285,CHEMBL2577,557520,1
22707,CHEMBL3229,1281070,0
17177,CHEMBL313,578329,1
8754,CHEMBL270,2012701,1
10056,CHEMBL273,1268046,1
39658,CHEMBL1293231,767969,1
20098,CHEMBL3199,458517,0
2693,CHEMBL1293238,923908,0
40898,CHEMBL1293231,992368,1
41462,CHEMBL1293231,1288156,0
1760,CHEMBL1293238,982932,1
10114,CHEMBL273,1564018,1
22776,CHEMBL324,60068,1
51967,CHEMBL4908,2035325,1
36122,CHEMBL5102,1052796,0
7903,CHEMBL270,214281,1
10588,CHEMBL273,115872,0
32433,CHEMBL4552,1366032,1
28208,CHEMBL3602,1951018,1
21774,CHEMBL3229,508109,1
23393,CHEMBL326,708039,1
36839,CHEMBL5424,1514587,0
45030,CHEMBL2499,1275100,0
33280,CHEMBL4649,520751,1
999,CHEMBL1293238,791330,1
31564,CHEMBL4468,469203,0
28355,CHEMBL3602,567393,0
33381,CHEMBL4649,616129,1
49657,CHEMBL4140,376139,1
41958,CHEMBL1293231,355425,0
22929,CHEMBL324,2069678,0
34296,CHEMBL4828,2080588,1
24327,CHEMBL3369,207689,1
44102,CHEMBL2207,1987306,1
42548,CHEMBL1293231,835962,0
50965,CHEMBL4774,1822711,1
34375,CHEMBL4828,318694,0
29697,CHEMBL3858,1847927,1
3785,CHEMBL2146350,2081185,1
25825,CHEMBL339,651555,1
7590,CHEMBL269,349262,0
30861,CHEMBL4124,632618,1
49342,CHEMBL4001,1977693,0
40310,CHEMBL1293231,886758,1
33837,CHEMBL4653,308227,0
9500,CHEMBL273,151139,1
27549,CHEMBL3571,1530308,1
31988,CHEMBL4503,514385,1
45327,CHEMBL2570,1581584,1
33119,CHEMBL4649,305799,1
914,CHEMBL1293238,769758,1
8970,CHEMBL270,383378,0
43028,CHEMBL1293231,923172,0
17218,CHEMBL313,675033,1
34787,CHEMBL4980,1279112,1
53563,CHEMBL5774,603289,0
22597,CHEMBL3229,54744,0
13591,CHEMBL302,372884,1
22042,CHEMBL3229,1621892,1
34703,CHEMBL4980,600721,1
3833,CHEMBL2305,413472,1
3486,CHEMBL1795180,1337622,0
6635,CHEMBL265,36595,1
2564,CHEMBL1293238,776116,0
6160,CHEMBL2564,1583255,0
24796,CHEMBL338,1385617,1
27323,CHEMBL3571,579257,1
19259,CHEMBL318,1384751,0
36197,CHEMBL5102,1353617,0
8030,CHEMBL270,331659,1
28117,CHEMBL3602,1445443,1
13143,CHEMBL2993,603562,0
24971,CHEMBL338,446118,0
20129,CHEMBL3199,1945837,0
23666,CHEMBL330,468901,1
19164,CHEMBL318,35967,0
36576,CHEMBL5424,581898,1
392,CHEMBL1075232,1996417,1
38397,CHEMBL6140,1820811,0
29539,CHEMBL3833,2010939,1
7361,CHEMBL269,1546651,1
6396,CHEMBL2622,451936,1
26155,CHEMBL339,329441,0
52888,CHEMBL5373,686230,0
26554,CHEMBL3403,498340,0
19876,CHEMBL3199,1526097,1
9611,CHEMBL273,311791,1
1545,CHEMBL1293238,921493,1
52048,CHEMBL5000,1168319,0
12752,CHEMBL2871,1166096,0
12493,CHEMBL2868,1385146,1
23676,CHEMBL330,469642,1
42139,CHEMBL1293231,806883,0
32033,CHEMBL4552,46474,1
51055,CHEMBL4908,337274,1
33266,CHEMBL4649,520616,1
726,CHEMBL1293238,724668,1
28220,CHEMBL3602,1951184,1
29279,CHEMBL3833,381480,1
32654,CHEMBL4552,46122,0
18344,CHEMBL3148,13328,0
9395,CHEMBL273,35570,1
29745,CHEMBL3858,1848034,1
20456,CHEMBL322,373576,1
36480,CHEMBL5262,1144322,1
25143,CHEMBL338,1623343,0
12427,CHEMBL2868,110485,1
4526,CHEMBL2470,1515357,1
50679,CHEMBL4489,581879,0
11992,CHEMBL285,162755,0
26923,CHEMBL3571,363940,1
48129,CHEMBL3758064,2074465,0
24631,CHEMBL338,430301,1
15230,CHEMBL3067,1759188,0
5002,CHEMBL2564,348965,1
20932,CHEMBL322,387309,0
52827,CHEMBL5373,1948089,1
47704,CHEMBL3688,93525,1
38505,CHEMBL6184,546658,0
20919,CHEMBL322,194925,0
20770,CHEMBL322,2069672,1
10539,CHEMBL273,206489,0
29424,CHEMBL3833,2005974,1
36768,CHEMBL5424,569824,0
38264,CHEMBL6140,1998176,0
45740,CHEMBL2858,1421424,1
24369,CHEMBL338,35807,1
40501,CHEMBL1293231,920591,1
29652,CHEMBL3858,1847825,1
14470,CHEMBL304,1829533,1
9058,CHEMBL270,298842,0
40383,CHEMBL1293231,895594,1
16694,CHEMBL313,310637,1
35326,CHEMBL4980,1279107,0
44198,CHEMBL2207,1987420,1
6959,CHEMBL269,212856,1
49234,CHEMBL3933,1168155,1
42112,CHEMBL1293231,997092,0
49282,CHEMBL3933,1171815,0
15655,CHEMBL3072,488841,0
1242,CHEMBL1293238,847203,1
15504,CHEMBL3072,298438,1
23667,CHEMBL330,468908,1
43280,CHEMBL1293231,744173,0
24209,CHEMBL3361,1277637,1
25635,CHEMBL339,312649,1
19811,CHEMBL3199,1359914,1
1016,CHEMBL1293238,794260,1
31979,CHEMBL4503,326352,1
41312,CHEMBL1293231,1683958,1
36937,CHEMBL5508,1164057,1
36343,CHEMBL5160,1762768,0
30176,CHEMBL4017,713940,1
29266,CHEMBL3833,337504,1
37666,CHEMBL6140,1993441,1
47151,CHEMBL3259478,1748621,1
26745,CHEMBL3508,382154,1
23288,CHEMBL326,87829,1
40278,CHEMBL1293231,881973,1
1455,CHEMBL1293238,894968,1
26471,CHEMBL3399,150770,0
36883,CHEMBL5424,1524280,0
42754,CHEMBL1293231,826564,0
33399,CHEMBL4649,633181,1
51182,CHEMBL4908,1974457,1
34623,CHEMBL4980,352915,1
11033,CHEMBL276,150400,0
50230,CHEMBL4335,1366257,1
866,CHEMBL1293238,759344,1
673,CHEMBL1293238,16879,1
9320,CHEMBL2724,313431,0
46055,CHEMBL3037,1559815,1
21447,CHEMBL3229,296827,1
6168,CHEMBL2564,305529,0
16924,CHEMBL313,399926,1
32746,CHEMBL4552,1140700,0
29480,CHEMBL3833,2006034,1
38906,CHEMBL1075284,621482,0
50958,CHEMBL4774,1822701,1
11767,CHEMBL285,227346,0
32916,CHEMBL4566,255764,0
12339,CHEMBL2851,1758234,0
39571,CHEMBL1293231,751956,1
13056,CHEMBL2993,1137997,1
29817,CHEMBL3858,1848164,1
4532,CHEMBL2470,1515371,1
30576,CHEMBL4124,339074,1
40548,CHEMBL1293231,926505,1
30153,CHEMBL401,110808,1
22381,CHEMBL3229,387817,0
11985,CHEMBL285,27845,0
18949,CHEMBL318,2051930,1
32824,CHEMBL4556,1061297,0
8177,CHEMBL270,395516,1
9312,CHEMBL2724,313659,0
10008,CHEMBL273,1180852,1
15916,CHEMBL309,553768,0
26598,CHEMBL3457,1834671,1
44748,CHEMBL2488,308833,1
23122,CHEMBL3247,422707,1
50695,CHEMBL4489,2084315,0
44661,CHEMBL2459,369839,0
37177,CHEMBL5669,558609,1
34991,CHEMBL4980,2056318,1
39297,CHEMBL1255164,706059,1
627,CHEMBL1075232,1992104,0
16358,CHEMBL312,108064,0
29898,CHEMBL3858,1848041,0
27559,CHEMBL3571,1587764,1
44971,CHEMBL2499,1250726,1
31700,CHEMBL4477,521034,1
47927,CHEMBL3719,1517953,0
4852,CHEMBL2496,1162530,0
43,CHEMBL1075214,1573119,1
24354,CHEMBL338,21157,1
49989,CHEMBL4321,556733,0
2837,CHEMBL1293238,1685040,0
23192,CHEMBL3247,556973,0
15286,CHEMBL307,488333,1
53500,CHEMBL5769,1340065,0
47018,CHEMBL3222,555607,0
3332,CHEMBL1293238,935482,0
24336,CHEMBL3369,272612,1
42291,CHEMBL1293231,1684564,0
46024,CHEMBL3037,374590,1
41266,CHEMBL1293231,1679713,1
31768,CHEMBL4477,1150751,1
27648,CHEMBL3571,709807,0
23043,CHEMBL3247,417104,1
49378,CHEMBL4077,55665,1
34626,CHEMBL4980,353137,1
44784,CHEMBL2488,1345842,0
39497,CHEMBL1293231,734051,1
25295,CHEMBL338,1623339,0
25584,CHEMBL339,225478,1
41885,CHEMBL1293231,825054,0
1427,CHEMBL1293238,888921,1
19399,CHEMBL318,1424297,0
47520,CHEMBL3464,1945435,1
6432,CHEMBL2622,1479135,1
53152,CHEMBL5445,1515033,1
48524,CHEMBL3910,468169,1
51751,CHEMBL4908,2017944,1
5852,CHEMBL2564,1831396,0
51514,CHEMBL4908,1996660,1
48594,CHEMBL3910,558408,1
29137,CHEMBL3815,470287,0
51870,CHEMBL4908,2035225,1
10042,CHEMBL273,1267700,1
33241,CHEMBL4649,520007,1
16008,CHEMBL311,369941,1
2805,CHEMBL1293238,987223,0
7094,CHEMBL269,381509,1
29360,CHEMBL3833,1993606,1
7926,CHEMBL270,250528,1
23753,CHEMBL3321,1266108,1
30822,CHEMBL4124,616183,1
34233,CHEMBL4824,601112,0
14704,CHEMBL3048,1705155,1
52314,CHEMBL5263,1726631,0
18280,CHEMBL3138,2069232,1
49954,CHEMBL4321,1732105,1
41977,CHEMBL1293231,968482,0
38178,CHEMBL6140,1998235,0
28233,CHEMBL3602,558347,0
44862,CHEMBL2489,1270522,1
16763,CHEMBL313,317128,1
50761,CHEMBL4642,1824200,0
13408,CHEMBL302,296596,1
1255,CHEMBL1293238,849332,1
24664,CHEMBL338,549569,1
24172,CHEMBL3361,129520,1
53365,CHEMBL5570,1993663,1
53184,CHEMBL5497,418856,1
31315,CHEMBL4317,337489,1
33158,CHEMBL4649,338908,1
14633,CHEMBL3048,473989,1
18470,CHEMBL3154,1633500,0
21290,CHEMBL3223,1973300,1
33200,CHEMBL4649,441777,1
8428,CHEMBL270,1270339,1
20984,CHEMBL322,16137,0
24812,CHEMBL338,1594825,1
42388,CHEMBL1293231,881581,0
734,CHEMBL1293238,727118,1
40054,CHEMBL1293231,843071,1
36793,CHEMBL5424,1514564,0
48183,CHEMBL3802,1334397,1
11231,CHEMBL276,896787,0
9779,CHEMBL273,367174,1
12087,CHEMBL2851,312643,1
45953,CHEMBL2878,407367,1
13069,CHEMBL2993,1561843,1
17763,CHEMBL313,485852,0
8854,CHEMBL270,1962777,0
18531,CHEMBL318,8556,1
2352,CHEMBL1293238,69368,0
25458,CHEMBL339,120324,1
10070,CHEMBL273,1424240,1
1957,CHEMBL1293238,1031045,1
41029,CHEMBL1293231,1011705,1
40477,CHEMBL1293231,916877,1
23861,CHEMBL3358,1518697,1
18002,CHEMBL3138,110193,1
23330,CHEMBL326,88505,1
27311,CHEMBL3571,576446,1
26552,CHEMBL3403,613335,0
1623,CHEMBL1293238,944056,1
22433,CHEMBL3229,387771,0
35579,CHEMBL5102,349559,1
35397,CHEMBL4980,367631,0
51834,CHEMBL4908,2018039,1
19929,CHEMBL3199,303078,0
13608,CHEMBL302,373012,1
48437,CHEMBL3910,425566,1
31839,CHEMBL4477,2078712,1
47213,CHEMBL3263,1352021,1
38464,CHEMBL6184,2032258,0
32934,CHEMBL4567,65017,1
50223,CHEMBL4335,627151,1
42567,CHEMBL1293231,919386,0
37261,CHEMBL5669,618946,1
6921,CHEMBL269,159538,1
47666,CHEMBL3621,394423,1
33160,CHEMBL4649,339349,1
38008,CHEMBL6140,2002263,1
50519,CHEMBL4464,72600,0
13758,CHEMBL302,1607697,1
672,CHEMBL1075232,1996449,0
2810,CHEMBL1293238,850882,0
13814,CHEMBL302,575825,0
15393,CHEMBL307,2010039,1
36544,CHEMBL5262,1280011,0
53254,CHEMBL5570,454604,1
53076,CHEMBL5411,1146330,1
4900,CHEMBL2564,305555,1
24409,CHEMBL338,77071,1
2957,CHEMBL1293238,788266,0
41722,CHEMBL1293231,816509,0
50020,CHEMBL4321,591314,0
904,CHEMBL1293238,768294,1
42477,CHEMBL1293231,788324,0
27982,CHEMBL3602,458801,1
21245,CHEMBL3223,1951133,1
35354,CHEMBL4980,575648,0
22701,CHEMBL3229,380012,0
29895,CHEMBL3858,1847885,0
48804,CHEMBL3910,1422906,1
16067,CHEMBL311,709574,1
335,CHEMBL1075232,1988533,1
31587,CHEMBL4477,296458,1
19916,CHEMBL3199,1791388,0
27917,CHEMBL3602,96833,1
37210,CHEMBL5669,576587,1
8582,CHEMBL270,1580542,1
38309,CHEMBL6140,1998184,0
31364,CHEMBL4424,335491,0
40899,CHEMBL1293231,992384,1
48342,CHEMBL3910,363944,1
7997,CHEMBL270,323846,1
36591,CHEMBL5424,591471,1
45864,CHEMBL2858,1705617,1
34792,CHEMBL4980,1279120,1
31026,CHEMBL4124,1279725,1
1259,CHEMBL1293238,849781,1
14537,CHEMBL304,141086,0
12734,CHEMBL2871,2090424,0
52156,CHEMBL5211,26097,1
34977,CHEMBL4980,2021406,1
16194,CHEMBL3114,2089161,1
25463,CHEMBL339,124113,1
12684,CHEMBL2871,278630,0
29510,CHEMBL3833,2006065,1
4298,CHEMBL2391,1569755,0
24826,CHEMBL338,1610281,1
5156,CHEMBL2564,1060074,1
52989,CHEMBL5387,1605912,1
19366,CHEMBL318,485761,0
26198,CHEMBL339,311832,0
11312,CHEMBL2787,1265542,1
50288,CHEMBL4336,603494,1
36818,CHEMBL5424,591541,0
24701,CHEMBL338,609602,1
13832,CHEMBL302,500195,0
37146,CHEMBL5669,387365,1
35975,CHEMBL5102,1052797,0
32268,CHEMBL4552,514328,1
16972,CHEMBL313,409180,1
8307,CHEMBL270,593278,1
39437,CHEMBL1293231,726773,1
1736,CHEMBL1293238,978418,1
22748,CHEMBL323,293088,1
16354,CHEMBL312,384236,0
2862,CHEMBL1293238,921897,0
41847,CHEMBL1293231,1014627,0
21343,CHEMBL3223,381075,0
25720,CHEMBL339,401472,1
27712,CHEMBL3571,454559,0
16669,CHEMBL313,303730,1
10459,CHEMBL273,373506,0
19528,CHEMBL319,549486,1
45985,CHEMBL2985,424809,1
24140,CHEMBL3360,340741,0
26687,CHEMBL3508,168510,1
3061,CHEMBL1293238,750164,0
47129,CHEMBL3232700,2055433,0
1271,CHEMBL1293238,851111,1
49560,CHEMBL4077,400627,0
8530,CHEMBL270,1546164,1
5173,CHEMBL2564,1069489,1
39576,CHEMBL1293231,752377,1
332,CHEMBL1075232,1988530,1
52492,CHEMBL5353,592619,1
21477,CHEMBL3229,313319,1
11871,CHEMBL285,27983,0
38763,CHEMBL1075280,1950815,0
35505,CHEMBL5099,189223,0
14477,CHEMBL304,1385295,0
35880,CHEMBL5102,1275067,1
40843,CHEMBL1293231,982979,1
10693,CHEMBL273,327513,0
8490,CHEMBL270,1517737,1
19340,CHEMBL318,704072,0
12026,CHEMBL285,224869,0
45766,CHEMBL2858,1426960,1
15378,CHEMBL307,2010024,1
24530,CHEMBL338,313499,1
17018,CHEMBL313,412320,1
17354,CHEMBL313,1590111,1
30886,CHEMBL4124,1168088,1
45183,CHEMBL2567,450429,1
45747,CHEMBL2858,1421431,1
18411,CHEMBL315,1578555,1
23154,CHEMBL3247,1149213,1
27778,CHEMBL3571,510200,0
12767,CHEMBL2871,79773,0
8925,CHEMBL270,313791,0
2355,CHEMBL1293238,916533,0
5693,CHEMBL2564,340116,0
10289,CHEMBL273,1842790,1
4833,CHEMBL2496,1996172,0
17870,CHEMBL313,317162,0
38175,CHEMBL6140,1997196,0
16417,CHEMBL312,377281,0
43648,CHEMBL1770046,1143549,0
43627,CHEMBL1770046,1143768,1
15193,CHEMBL3067,1051720,1
44010,CHEMBL2189158,2058013,0
12720,CHEMBL2871,1355735,0
37774,CHEMBL6140,1993560,1
27110,CHEMBL3571,516262,1
1012,CHEMBL1293238,793296,1
27951,CHEMBL3602,243493,1
49810,CHEMBL4321,234118,1
27402,CHEMBL3571,600588,1
43214,CHEMBL1293231,807670,0
44348,CHEMBL2207,2037048,1
40251,CHEMBL1293231,877880,1
24693,CHEMBL338,609270,1
46989,CHEMBL3222,1589163,0
9527,CHEMBL273,201073,1
22803,CHEMBL324,194524,1
51109,CHEMBL4908,1068653,1
17868,CHEMBL313,277795,0
37734,CHEMBL6140,1993512,1
30082,CHEMBL3996,1154180,1
21777,CHEMBL3229,508112,1
24195,CHEMBL3361,1275262,1
45229,CHEMBL2567,450726,1
50353,CHEMBL4336,625705,1
42813,CHEMBL1293231,831988,0
19919,CHEMBL3199,1945859,0
40189,CHEMBL1293231,869131,1
34756,CHEMBL4980,646699,1
16654,CHEMBL313,300462,1
4343,CHEMBL2397,621502,1
7095,CHEMBL269,381517,1
38426,CHEMBL6184,449289,1
29238,CHEMBL3818,516001,1
48952,CHEMBL3910,1624493,1
39887,CHEMBL1293231,811674,1
8776,CHEMBL270,2057875,1
614,CHEMBL1075232,2025053,0
25314,CHEMBL339,6686,1
4954,CHEMBL2564,312524,1
2157,CHEMBL1293238,1689107,0
26400,CHEMBL339,1620009,0
2551,CHEMBL1293238,833543,0
19109,CHEMBL318,484449,0
30041,CHEMBL3996,351878,1
5252,CHEMBL2564,1448066,1
9782,CHEMBL273,367183,1
4051,CHEMBL2363,604512,0
37422,CHEMBL6129,1447442,0
53265,CHEMBL5570,454864,1
12365,CHEMBL2851,1758210,0
3723,CHEMBL2129,420579,1
28160,CHEMBL3602,1584111,1
5413,CHEMBL2564,1831789,1
15456,CHEMBL307,562478,0
18663,CHEMBL318,219775,1
505,CHEMBL1075232,2025038,1
51277,CHEMBL4908,1978195,1
36707,CHEMBL5424,1524279,1
24957,CHEMBL338,713399,0
24819,CHEMBL338,1594922,1
11515,CHEMBL285,101039,1
11009,CHEMBL276,831827,0
23516,CHEMBL327,207150,1
1715,CHEMBL1293238,970250,1
41477,CHEMBL1293231,729169,0
16212,CHEMBL3114,1952759,0
37009,CHEMBL5508,1164173,0
40912,CHEMBL1293231,994508,1
20446,CHEMBL322,352528,1
36622,CHEMBL5424,711245,1
53591,CHEMBL6013,1063984,0
48398,CHEMBL3910,369215,1
31126,CHEMBL4124,1607210,1
15621,CHEMBL3072,1973583,1
11235,CHEMBL276,760611,0
44059,CHEMBL2207,1983970,1
39218,CHEMBL1255150,1733096,1
22279,CHEMBL3229,575256,0
13340,CHEMBL302,105263,1
12771,CHEMBL2871,570263,0
47156,CHEMBL3259478,2055539,1
5508,CHEMBL2564,1975722,1
42439,CHEMBL1293231,957488,0
48946,CHEMBL3910,1624487,1
3233,CHEMBL1293238,980168,0
10307,CHEMBL273,1951253,1
46289,CHEMBL3198,430053,1
51252,CHEMBL4908,1978170,1
43815,CHEMBL2052039,1559460,1
6113,CHEMBL2564,706238,0
25559,CHEMBL339,202612,1
35746,CHEMBL5102,471676,1
50335,CHEMBL4336,623855,1
50389,CHEMBL4336,97745,0
28797,CHEMBL3766,171586,1
17764,CHEMBL313,486869,0
48057,CHEMBL3740,2032280,0
5929,CHEMBL2564,2078710,0
19670,CHEMBL3199,308349,1
23514,CHEMBL327,45013,1
19031,CHEMBL318,406417,0
32141,CHEMBL4552,212475,1
24430,CHEMBL338,145209,1
31087,CHEMBL4124,1417392,1
12582,CHEMBL2871,79260,1
8157,CHEMBL270,382323,1
26276,CHEMBL339,552234,0
5881,CHEMBL2564,1572585,0
997,CHEMBL1293238,790834,1
36406,CHEMBL5221,108928,1
44207,CHEMBL2207,1987430,1
37207,CHEMBL5669,576503,1
15349,CHEMBL307,1440350,1
30789,CHEMBL4124,560872,1
49616,CHEMBL4098,1608320,1
46256,CHEMBL3160,1633383,0
33546,CHEMBL4649,339351,0
49179,CHEMBL3910,1574145,0
7596,CHEMBL269,276126,0
26071,CHEMBL339,1423429,0
26860,CHEMBL3571,315315,1
31404,CHEMBL4430,1072970,1
45570,CHEMBL2854,329283,0
29709,CHEMBL3858,1847945,1
22122,CHEMBL3229,1783257,1
26793,CHEMBL3508,1154633,0
16513,CHEMBL313,49612,1
20590,CHEMBL322,624470,1
9844,CHEMBL273,458527,1
27933,CHEMBL3602,166218,1
23237,CHEMBL3247,407297,0
30109,CHEMBL3996,1730275,1
52479,CHEMBL5353,590145,1
23725,CHEMBL330,469301,0
29136,CHEMBL3815,470285,0
37371,CHEMBL5756,2085285,1
24287,CHEMBL3368,318656,1
5015,CHEMBL2564,397716,1
3142,CHEMBL1293238,1033440,0
39095,CHEMBL1255149,1338165,1
27255,CHEMBL3571,561081,1
2755,CHEMBL1293238,880012,0
12793,CHEMBL2871,1542170,0
14913,CHEMBL3066,8248,1
28953,CHEMBL3780,1565255,1
47453,CHEMBL3455,1749462,1
30825,CHEMBL4124,627168,1
26287,CHEMBL339,311866,0
48611,CHEMBL3910,562945,1
51604,CHEMBL4908,2006057,1
24769,CHEMBL338,1268844,1
51155,CHEMBL4908,1974430,1
2499,CHEMBL1293238,865697,0
3904,CHEMBL2363,81697,1
41352,CHEMBL1293231,1687687,1
25528,CHEMBL339,158566,1
7066,CHEMBL269,345835,1
23209,CHEMBL3247,1739522,0
15137,CHEMBL3066,72254,0
11198,CHEMBL276,65402,0
31864,CHEMBL4477,1968066,0
10433,CHEMBL273,64162,0
14617,CHEMBL3048,67393,1
15144,CHEMBL3066,29833,0
7491,CHEMBL269,2012712,1
1988,CHEMBL1293238,1303124,1
28872,CHEMBL3766,1385153,0
26660,CHEMBL3459,100770,0
33236,CHEMBL4649,520002,1
44220,CHEMBL2207,1987445,1
23214,CHEMBL3247,1798831,0
18130,CHEMBL3138,704416,1
30502,CHEMBL4124,182602,1
38507,CHEMBL6184,552960,0
13721,CHEMBL302,710060,1
